State,Year,Quarter,Brands,Count,Percentage
Dadra And Nagar Haveli And Daman And Diu,2019,Q4 (Oct - Dec),Others,18759,0.0949351714086175
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Vivo,71995,0.2428219215967999
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Xiaomi,68314,0.23040678869315634
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Samsung,50714,0.1710461967061617
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Oppo,36932,0.12456280586725488
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Realme,20993,0.07080436974903286
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Apple,5335,0.01799367944605775
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Motorola,4712,0.01589244940015447
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Huawei,4635,0.01563274681021137
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Lenovo,4516,0.015231388262117486
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),OnePlus,3173,0.010701770362200795
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),Others,25174,0.08490588310685244
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Vivo,104203,0.26118462113028024
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Xiaomi,85964,0.2154686023515965
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Samsung,61231,0.15347538493544513
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Oppo,50155,0.12571341202066358
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Realme,39211,0.09828229685459554
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Apple,7542,0.018904008642405438
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Tecno,6955,0.01743269425986871
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Infinix,6018,0.015084105543621839
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),OnePlus,5332,0.013364647849549958
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Motorola,4828,0.012101372809007352
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),Others,27524,0.0689888536029657
Delhi,2018,Q4 (Oct - Dec),Xiaomi,1206379,0.260539406299315
Delhi,2018,Q4 (Oct - Dec),Samsung,892643,0.19278243177081117
Delhi,2018,Q4 (Oct - Dec),Vivo,605041,0.130669568126388
Delhi,2018,Q4 (Oct - Dec),Oppo,464753,0.1003718323145757
Delhi,2018,Q4 (Oct - Dec),Apple,279775,0.06042248115840117
Delhi,2018,Q4 (Oct - Dec),Realme,181855,0.03927488271311248
Delhi,2018,Q4 (Oct - Dec),Motorola,165627,0.03577015203939777
Delhi,2018,Q4 (Oct - Dec),OnePlus,155837,0.03365582413111166
Delhi,2018,Q4 (Oct - Dec),Lenovo,98258,0.021220595670314295
Delhi,2018,Q4 (Oct - Dec),Huawei,84942,0.018344764166050978
Delhi,2018,Q4 (Oct - Dec),Others,495203,0.1069480616105218
Delhi,2019,Q4 (Oct - Dec),Xiaomi,1872284,0.25683320294715295
Delhi,2019,Q4 (Oct - Dec),Samsung,1394404,0.19127933877676775
Delhi,2019,Q4 (Oct - Dec),Vivo,1114120,0.15283098507891005
Delhi,2019,Q4 (Oct - Dec),Oppo,825921,0.1132968800733839
Delhi,2019,Q4 (Oct - Dec),Apple,414754,0.056894465933129516
Delhi,2019,Q4 (Oct - Dec),Realme,300540,0.04122699911644673
Delhi,2019,Q4 (Oct - Dec),Motorola,217242,0.029800478279281027
Delhi,2019,Q4 (Oct - Dec),OnePlus,216727,0.029729832426665832
Delhi,2019,Q4 (Oct - Dec),Huawei,134371,0.018432531770400155
Delhi,2019,Q4 (Oct - Dec),Lenovo,121793,0.01670712684963531
Delhi,2019,Q4 (Oct - Dec),Others,677727,0.09296815874822682
Delhi,2020,Q4 (Oct - Dec),Xiaomi,2416705,0.24791884831792635
Delhi,2020,Q4 (Oct - Dec),Samsung,1842707,0.18903498657361206
Delhi,2020,Q4 (Oct - Dec),Vivo,1673743,0.17170173312017437
Delhi,2020,Q4 (Oct - Dec),Oppo,1209582,0.12408555300961185
Delhi,2020,Q4 (Oct - Dec),Apple,518592,0.0532000105047534
Delhi,2020,Q4 (Oct - Dec),Realme,452392,0.04640885156783445
Delhi,2020,Q4 (Oct - Dec),OnePlus,256533,0.0263165615644204
Delhi,2020,Q4 (Oct - Dec),Motorola,246834,0.025321584970324072
Delhi,2020,Q4 (Oct - Dec),Huawei,168898,0.01732648281159725
Delhi,2020,Q4 (Oct - Dec),Lenovo,134947,0.013843603097589158
Delhi,2020,Q4 (Oct - Dec),Others,827035,0.08484178446215662
Delhi,2021,Q4 (Oct - Dec),Xiaomi,3028207,0.23685388498682883
Delhi,2021,Q4 (Oct - Dec),Vivo,2413197,0.1887503346662102
Delhi,2021,Q4 (Oct - Dec),Samsung,2238115,0.17505614140555664
Delhi,2021,Q4 (Oct - Dec),Oppo,1697646,0.1327828812337961
Delhi,2021,Q4 (Oct - Dec),Realme,840595,0.06574788033001158
Delhi,2021,Q4 (Oct - Dec),Apple,705541,0.055184512441683216
Delhi,2021,Q4 (Oct - Dec),OnePlus,369158,0.028874019006616045
Delhi,2021,Q4 (Oct - Dec),Motorola,250976,0.019630309499467622
Delhi,2021,Q4 (Oct - Dec),Tecno,176336,0.013792275978173701
Delhi,2021,Q4 (Oct - Dec),Huawei,166930,0.01305657738088953
Delhi,2021,Q4 (Oct - Dec),Others,898426,0.07027118307076652
Goa,2018,Q4 (Oct - Dec),Xiaomi,50867,0.26038904530330176
Goa,2018,Q4 (Oct - Dec),Samsung,40683,0.20825697466086512
Goa,2018,Q4 (Oct - Dec),Vivo,22715,0.11627847453288968
Goa,2018,Q4 (Oct - Dec),Oppo,16672,0.08534425390325058
Goa,2018,Q4 (Oct - Dec),Apple,10884,0.055715382646531864
Goa,2018,Q4 (Oct - Dec),OnePlus,9442,0.04833375991809573
Goa,2018,Q4 (Oct - Dec),Realme,8708,0.04457640133094446
Goa,2018,Q4 (Oct - Dec),Motorola,8176,0.0418530842078321
Goa,2018,Q4 (Oct - Dec),Lenovo,4769,0.02441259278218582
Goa,2018,Q4 (Oct - Dec),Huawei,3965,0.020296902994625034
Goa,2018,Q4 (Oct - Dec),Others,18469,0.09454312771947786
Goa,2019,Q4 (Oct - Dec),Xiaomi,90791,0.25680109518987626
Goa,2019,Q4 (Oct - Dec),Samsung,74339,0.2102668393928937
Goa,2019,Q4 (Oct - Dec),Vivo,48072,0.13597099104501253
Goa,2019,Q4 (Oct - Dec),Oppo,34061,0.09634107018605782
Goa,2019,Q4 (Oct - Dec),Apple,17817,0.05039513952922675
Goa,2019,Q4 (Oct - Dec),Realme,16393,0.0463673751081896
Goa,2019,Q4 (Oct - Dec),OnePlus,14159,0.0400485368240625
Goa,2019,Q4 (Oct - Dec),Motorola,12521,0.035415476345369484
Goa,2019,Q4 (Oct - Dec),Huawei,7674,0.021705803488089245
Goa,2019,Q4 (Oct - Dec),Lenovo,6696,0.018939543934876932
Goa,2019,Q4 (Oct - Dec),Others,31023,0.08774812895634514
Goa,2020,Q4 (Oct - Dec),Xiaomi,132099,0.2503847728513374
Goa,2020,Q4 (Oct - Dec),Samsung,114296,0.21664038333232244
Goa,2020,Q4 (Oct - Dec),Vivo,78921,0.14958944926305573
Goa,2020,Q4 (Oct - Dec),Oppo,55468,0.10513586462061018
Goa,2020,Q4 (Oct - Dec),Realme,28000,0.05307211742585067
Goa,2020,Q4 (Oct - Dec),Apple,24214,0.04589600897676958
Goa,2020,Q4 (Oct - Dec),OnePlus,17571,0.033304649117486505
Goa,2020,Q4 (Oct - Dec),Motorola,15500,0.029379207860738762
Goa,2020,Q4 (Oct - Dec),Huawei,10821,0.020510477952326075
Goa,2020,Q4 (Oct - Dec),Lenovo,8172,0.01548947655728756
Goa,2020,Q4 (Oct - Dec),Others,42522,0.08059759204221507
Goa,2021,Q4 (Oct - Dec),Xiaomi,172749,0.24778320601051668
Goa,2021,Q4 (Oct - Dec),Samsung,141066,0.2023385706376277
Goa,2021,Q4 (Oct - Dec),Vivo,110824,0.15896083926916799
Goa,2021,Q4 (Oct - Dec),Oppo,75088,0.10770276744246089
Goa,2021,Q4 (Oct - Dec),Realme,53598,0.07687850161651687
Goa,2021,Q4 (Oct - Dec),Apple,33398,0.04790455235248387
Goa,2021,Q4 (Oct - Dec),OnePlus,24355,0.034933689818095234
Goa,2021,Q4 (Oct - Dec),Motorola,16068,0.023047198850221894
Goa,2021,Q4 (Oct - Dec),Huawei,10899,0.01563302341726216
Goa,2021,Q4 (Oct - Dec),Tecno,9081,0.013025367983499193
Goa,2021,Q4 (Oct - Dec),Others,50052,0.07179228260214751
Gujarat,2018,Q4 (Oct - Dec),Xiaomi,1363826,0.24445531847773094
Gujarat,2018,Q4 (Oct - Dec),Samsung,1194869,0.2141710760274169
Gujarat,2018,Q4 (Oct - Dec),Vivo,1025717,0.18385188132725344
Gujarat,2018,Q4 (Oct - Dec),Oppo,679260,0.12175212939860622
Gujarat,2018,Q4 (Oct - Dec),Apple,230209,0.041263192233789325
Gujarat,2018,Q4 (Oct - Dec),Realme,212094,0.03801621784393014
Gujarat,2018,Q4 (Oct - Dec),OnePlus,145412,0.02606398233387823
Gujarat,2018,Q4 (Oct - Dec),Lenovo,127399,0.0228352906593249
Gujarat,2018,Q4 (Oct - Dec),Motorola,112287,0.020126580917147037
Gujarat,2018,Q4 (Oct - Dec),Huawei,68005,0.012189373082107316
Gujarat,2018,Q4 (Oct - Dec),Others,419962,0.07527495769881556
Gujarat,2019,Q4 (Oct - Dec),Xiaomi,2194279,0.2353417314122709
Gujarat,2019,Q4 (Oct - Dec),Samsung,1961599,0.21038623848497806
Gujarat,2019,Q4 (Oct - Dec),Vivo,1944394,0.20854096061058372
Gujarat,2019,Q4 (Oct - Dec),Oppo,1262789,0.13543717534022345
Gujarat,2019,Q4 (Oct - Dec),Realme,362885,0.038920294184806
Gujarat,2019,Q4 (Oct - Dec),Apple,353958,0.03796285183753961
Gujarat,2019,Q4 (Oct - Dec),OnePlus,206534,0.02215127117176164
Gujarat,2019,Q4 (Oct - Dec),Lenovo,169920,0.0182243310907925
Gujarat,2019,Q4 (Oct - Dec),Motorola,147476,0.015817157791582593
Gujarat,2019,Q4 (Oct - Dec),Huawei,111054,0.011910810175122823
Gujarat,2019,Q4 (Oct - Dec),Others,608911,0.06530717790033869
Gujarat,2020,Q4 (Oct - Dec),Vivo,3159752,0.23224585476600385
Gujarat,2020,Q4 (Oct - Dec),Xiaomi,2998305,0.2203792916577577
Gujarat,2020,Q4 (Oct - Dec),Samsung,2800655,0.20585176127103727
Gujarat,2020,Q4 (Oct - Dec),Oppo,2016643,0.14822586623661552
Gujarat,2020,Q4 (Oct - Dec),Realme,592948,0.04358244415757707
Gujarat,2020,Q4 (Oct - Dec),Apple,456563,0.03355797043234122
Gujarat,2020,Q4 (Oct - Dec),OnePlus,249222,0.018318139023724967
Gujarat,2020,Q4 (Oct - Dec),Lenovo,223106,0.016398579278824432
Gujarat,2020,Q4 (Oct - Dec),Motorola,170289,0.012516461533135521
Gujarat,2020,Q4 (Oct - Dec),Huawei,144035,0.010586758609922984
Gujarat,2020,Q4 (Oct - Dec),Others,793685,0.05833687303305948
Gujarat,2021,Q4 (Oct - Dec),Vivo,4645259,0.25608950471412717
Gujarat,2021,Q4 (Oct - Dec),Xiaomi,3700589,0.2040105845896961
Gujarat,2021,Q4 (Oct - Dec),Samsung,3390165,0.18689715164411044
Gujarat,2021,Q4 (Oct - Dec),Oppo,2791203,0.15387684385877856
Gujarat,2021,Q4 (Oct - Dec),Realme,1116664,0.061560815164901694
Gujarat,2021,Q4 (Oct - Dec),Apple,635160,0.03501587528579677
Gujarat,2021,Q4 (Oct - Dec),OnePlus,397948,0.021938562784546024
Gujarat,2021,Q4 (Oct - Dec),Lenovo,199946,0.011022866993976196
Gujarat,2021,Q4 (Oct - Dec),Tecno,187064,0.010312692383749428
Gujarat,2021,Q4 (Oct - Dec),Motorola,174499,0.00961999373621804
Gujarat,2021,Q4 (Oct - Dec),Others,900704,0.049655108844099585
Haryana,2018,Q4 (Oct - Dec),Xiaomi,948615,0.25009102104121744
Haryana,2018,Q4 (Oct - Dec),Samsung,785842,0.20717786262822366
Haryana,2018,Q4 (Oct - Dec),Vivo,591623,0.155974341689166
Haryana,2018,Q4 (Oct - Dec),Oppo,427382,0.11267416259982985
Haryana,2018,Q4 (Oct - Dec),Apple,187472,0.049424754928647674
Haryana,2018,Q4 (Oct - Dec),Realme,179167,0.04723524081623399
Haryana,2018,Q4 (Oct - Dec),Motorola,98841,0.02605824977544628
Haryana,2018,Q4 (Oct - Dec),OnePlus,93582,0.024671777202636698
Haryana,2018,Q4 (Oct - Dec),Huawei,65203,0.01718999261549786
Haryana,2018,Q4 (Oct - Dec),Lenovo,59641,0.01572363770962851
Haryana,2018,Q4 (Oct - Dec),Others,355711,0.09377895899347206
Haryana,2019,Q4 (Oct - Dec),Xiaomi,1597800,0.2509628646269115
Haryana,2019,Q4 (Oct - Dec),Samsung,1285177,0.20185987074265876
Haryana,2019,Q4 (Oct - Dec),Vivo,1103105,0.1732622298061517
Haryana,2019,Q4 (Oct - Dec),Oppo,785251,0.12333761447687248
Haryana,2019,Q4 (Oct - Dec),Realme,319391,0.05016602847418568
Haryana,2019,Q4 (Oct - Dec),Apple,288206,0.045267870423497086
Haryana,2019,Q4 (Oct - Dec),Motorola,136766,0.021481529067195002
Haryana,2019,Q4 (Oct - Dec),OnePlus,130817,0.020547132971522514
Haryana,2019,Q4 (Oct - Dec),Huawei,113928,0.017894415597205386
Haryana,2019,Q4 (Oct - Dec),Lenovo,76631,0.012036259406199056
Haryana,2019,Q4 (Oct - Dec),Others,529607,0.08318418440760089
Haryana,2020,Q4 (Oct - Dec),Xiaomi,2236661,0.24498270676930556
Haryana,2020,Q4 (Oct - Dec),Samsung,1795147,0.19662343605436788
Haryana,2020,Q4 (Oct - Dec),Vivo,1744266,0.19105041220179075
Haryana,2020,Q4 (Oct - Dec),Oppo,1196039,0.13100280803467912
Haryana,2020,Q4 (Oct - Dec),Realme,514733,0.056378987966207196
Haryana,2020,Q4 (Oct - Dec),Apple,374080,0.040973187688372006
Haryana,2020,Q4 (Oct - Dec),Motorola,165075,0.018080755340189287
Haryana,2020,Q4 (Oct - Dec),OnePlus,156430,0.017133863745968866
Haryana,2020,Q4 (Oct - Dec),Huawei,151226,0.016563866770107318
Haryana,2020,Q4 (Oct - Dec),Lenovo,91990,0.010075715182456535
Haryana,2020,Q4 (Oct - Dec),Others,704226,0.07713426024655545
Haryana,2021,Q4 (Oct - Dec),Xiaomi,2742821,0.2263718737823877
Haryana,2021,Q4 (Oct - Dec),Vivo,2569078,0.21203242966023267
Haryana,2021,Q4 (Oct - Dec),Samsung,2176063,0.1795959192300642
Haryana,2021,Q4 (Oct - Dec),Oppo,1697572,0.14010486084236465
Haryana,2021,Q4 (Oct - Dec),Realme,916660,0.07565424131628112
Haryana,2021,Q4 (Oct - Dec),Apple,529430,0.04369518139776877
Haryana,2021,Q4 (Oct - Dec),OnePlus,238331,0.019670053222733182
Haryana,2021,Q4 (Oct - Dec),Motorola,170147,0.014042657252679603
Haryana,2021,Q4 (Oct - Dec),Tecno,156987,0.012956529554599335
Haryana,2021,Q4 (Oct - Dec),Huawei,147354,0.01216149398350456
Haryana,2021,Q4 (Oct - Dec),Others,771996,0.06371475975738417
Himachal Pradesh,2018,Q4 (Oct - Dec),Xiaomi,155301,0.29505664557142397
Himachal Pradesh,2018,Q4 (Oct - Dec),Samsung,82316,0.15639231451733945
Himachal Pradesh,2018,Q4 (Oct - Dec),Vivo,57665,0.10955783585988604
Himachal Pradesh,2018,Q4 (Oct - Dec),Oppo,53543,0.10172644074301358
Himachal Pradesh,2018,Q4 (Oct - Dec),Realme,25714,0.04885407424436156
Himachal Pradesh,2018,Q4 (Oct - Dec),Apple,15419,0.029294585469931203
Himachal Pradesh,2018,Q4 (Oct - Dec),Motorola,15298,0.02906469735514674
Himachal Pradesh,2018,Q4 (Oct - Dec),Micromax,11894,0.02259743171278045
Himachal Pradesh,2018,Q4 (Oct - Dec),Lenovo,10676,0.020283351350735168
Himachal Pradesh,2018,Q4 (Oct - Dec),Lava,10441,0.019836874433591785
Himachal Pradesh,2018,Q4 (Oct - Dec),Others,88076,0.16733574874179005
Himachal Pradesh,2019,Q4 (Oct - Dec),Xiaomi,297684,0.3019275923099159
Himachal Pradesh,2019,Q4 (Oct - Dec),Samsung,148745,0.15086541338512796
Himachal Pradesh,2019,Q4 (Oct - Dec),Vivo,122794,0.1245444725618569
Himachal Pradesh,2019,Q4 (Oct - Dec),Oppo,112857,0.11446581705876088
Himachal Pradesh,2019,Q4 (Oct - Dec),Realme,53624,0.05438842937486371
Himachal Pradesh,2019,Q4 (Oct - Dec),Apple,25839,0.02620734422305504
Himachal Pradesh,2019,Q4 (Oct - Dec),Motorola,23421,0.02375487476481954
Himachal Pradesh,2019,Q4 (Oct - Dec),Lava,19583,0.01986216269670215
Himachal Pradesh,2019,Q4 (Oct - Dec),Micromax,18835,0.019103499688116476
Himachal Pradesh,2019,Q4 (Oct - Dec),Gionee,18172,0.018431048385051906
Himachal Pradesh,2019,Q4 (Oct - Dec),Others,144391,0.14644934555172956
Himachal Pradesh,2020,Q4 (Oct - Dec),Xiaomi,448361,0.2971706679498345
Himachal Pradesh,2020,Q4 (Oct - Dec),Samsung,226491,0.15011671790058895
Himachal Pradesh,2020,Q4 (Oct - Dec),Vivo,212147,0.1406096107680051
Himachal Pradesh,2020,Q4 (Oct - Dec),Oppo,186684,0.12373290490374253
Himachal Pradesh,2020,Q4 (Oct - Dec),Realme,97707,0.06475954521774749
Himachal Pradesh,2020,Q4 (Oct - Dec),Apple,35276,0.023380696542737577
Himachal Pradesh,2020,Q4 (Oct - Dec),Motorola,29156,0.019324401530787412
Himachal Pradesh,2020,Q4 (Oct - Dec),Lava,29138,0.019312471251340498
Himachal Pradesh,2020,Q4 (Oct - Dec),Gionee,23461,0.0155497936724449
Himachal Pradesh,2020,Q4 (Oct - Dec),Micromax,23015,0.015254187859482517
Himachal Pradesh,2020,Q4 (Oct - Dec),Others,197330,0.13078900240328853
Himachal Pradesh,2021,Q4 (Oct - Dec),Xiaomi,583871,0.2899425796785793
Himachal Pradesh,2021,Q4 (Oct - Dec),Vivo,302823,0.1503778776579183
Himachal Pradesh,2021,Q4 (Oct - Dec),Samsung,290183,0.14410102162784102
Himachal Pradesh,2021,Q4 (Oct - Dec),Oppo,256274,0.12726226283639405
Himachal Pradesh,2021,Q4 (Oct - Dec),Realme,176332,0.0875641279664228
Himachal Pradesh,2021,Q4 (Oct - Dec),Apple,50504,0.0250796152644796
Himachal Pradesh,2021,Q4 (Oct - Dec),Lava,32082,0.01593149487001098
Himachal Pradesh,2021,Q4 (Oct - Dec),Motorola,31241,0.015513865445857896
Himachal Pradesh,2021,Q4 (Oct - Dec),Tecno,30164,0.014979041557852103
Himachal Pradesh,2021,Q4 (Oct - Dec),OnePlus,27508,0.013660107252797893
Himachal Pradesh,2021,Q4 (Oct - Dec),Others,232765,0.11558800584184607
Jammu & Kashmir,2018,Q4 (Oct - Dec),Xiaomi,153238,0.3510100489505524
Jammu & Kashmir,2018,Q4 (Oct - Dec),Samsung,95846,0.21954677789918065
Jammu & Kashmir,2018,Q4 (Oct - Dec),Vivo,52004,0.11912140973925871
Jammu & Kashmir,2018,Q4 (Oct - Dec),Oppo,38530,0.08825759397841777
Jammu & Kashmir,2018,Q4 (Oct - Dec),Realme,15898,0.036416278979208044
Jammu & Kashmir,2018,Q4 (Oct - Dec),Apple,13747,0.03148915505894911
Jammu & Kashmir,2018,Q4 (Oct - Dec),Motorola,7823,0.017919521352015633
Jammu & Kashmir,2018,Q4 (Oct - Dec),OnePlus,7434,0.01702847011771497
Jammu & Kashmir,2018,Q4 (Oct - Dec),Lenovo,6134,0.01405066393624746
Jammu & Kashmir,2018,Q4 (Oct - Dec),Micromax,5165,0.011831053020984372
Jammu & Kashmir,2018,Q4 (Oct - Dec),Others,40744,0.0933290269674709
Jammu & Kashmir,2019,Q4 (Oct - Dec),Xiaomi,241041,0.3579637849790679
Jammu & Kashmir,2019,Q4 (Oct - Dec),Samsung,144994,0.21532685741950527
Jammu & Kashmir,2019,Q4 (Oct - Dec),Vivo,88428,0.13132214676394893
Jammu & Kashmir,2019,Q4 (Oct - Dec),Oppo,64384,0.09561502122913657
Jammu & Kashmir,2019,Q4 (Oct - Dec),Realme,26716,0.03967524396057425
Jammu & Kashmir,2019,Q4 (Oct - Dec),Apple,20684,0.03071727601738725
Jammu & Kashmir,2019,Q4 (Oct - Dec),OnePlus,10484,0.015569518553775282
Jammu & Kashmir,2019,Q4 (Oct - Dec),Motorola,10294,0.01528735444415898
Jammu & Kashmir,2019,Q4 (Oct - Dec),Huawei,7979,0.01184940752962352
Jammu & Kashmir,2019,Q4 (Oct - Dec),Lenovo,7023,0.010429676535975181
Jammu & Kashmir,2019,Q4 (Oct - Dec),Others,51340,0.07624371256684691
Jammu & Kashmir,2020,Q4 (Oct - Dec),Xiaomi,383539,0.3554505839547294
Jammu & Kashmir,2020,Q4 (Oct - Dec),Samsung,231979,0.21499005580979813
Jammu & Kashmir,2020,Q4 (Oct - Dec),Vivo,158472,0.14686632895344118
Jammu & Kashmir,2020,Q4 (Oct - Dec),Oppo,109614,0.10158643660648253
Jammu & Kashmir,2020,Q4 (Oct - Dec),Realme,53415,0.04950316119597191
Jammu & Kashmir,2020,Q4 (Oct - Dec),Apple,29701,0.027525852114229366
Jammu & Kashmir,2020,Q4 (Oct - Dec),OnePlus,13667,0.012666099486386747
Jammu & Kashmir,2020,Q4 (Oct - Dec),Motorola,12734,0.011801427589057499
Jammu & Kashmir,2020,Q4 (Oct - Dec),Huawei,11566,0.010718965878360218
Jammu & Kashmir,2020,Q4 (Oct - Dec),Lenovo,8696,0.00805914985978043
Jammu & Kashmir,2020,Q4 (Oct - Dec),Others,65639,0.06083193855176262
Jammu & Kashmir,2021,Q4 (Oct - Dec),Xiaomi,509234,0.34955416286269314
Jammu & Kashmir,2021,Q4 (Oct - Dec),Samsung,285006,0.19563704257933429
Jammu & Kashmir,2021,Q4 (Oct - Dec),Vivo,226467,0.15545403999148824
Jammu & Kashmir,2021,Q4 (Oct - Dec),Oppo,147610,0.10132412600133167
Jammu & Kashmir,2021,Q4 (Oct - Dec),Realme,107290,0.07364721549138185
Jammu & Kashmir,2021,Q4 (Oct - Dec),Apple,44648,0.030647785229371022
Jammu & Kashmir,2021,Q4 (Oct - Dec),OnePlus,23892,0.016400216912294673
Jammu & Kashmir,2021,Q4 (Oct - Dec),Motorola,13042,0.008952437174374146
Jammu & Kashmir,2021,Q4 (Oct - Dec),Huawei,12597,0.008646975240422567
Jammu & Kashmir,2021,Q4 (Oct - Dec),Tecno,9176,0.006298693721212787
Jammu & Kashmir,2021,Q4 (Oct - Dec),Others,77848,0.053437304796095576
Jharkhand,2018,Q4 (Oct - Dec),Xiaomi,554142,0.28952809087389475
Jharkhand,2018,Q4 (Oct - Dec),Samsung,369713,0.19316763403831555
Jharkhand,2018,Q4 (Oct - Dec),Vivo,255185,0.13332904899764833
Jharkhand,2018,Q4 (Oct - Dec),Oppo,206848,0.10807393509440429
Jharkhand,2018,Q4 (Oct - Dec),Realme,126956,0.06633196600327386
Jharkhand,2018,Q4 (Oct - Dec),Motorola,51123,0.02671074307622617
Jharkhand,2018,Q4 (Oct - Dec),Lenovo,44254,0.02312182822008319
Jharkhand,2018,Q4 (Oct - Dec),Micromax,29297,0.015307095434622343
Jharkhand,2018,Q4 (Oct - Dec),Huawei,26995,0.014104346563048441
Jharkhand,2018,Q4 (Oct - Dec),Apple,26662,0.013930360735839878
Jharkhand,2018,Q4 (Oct - Dec),Others,222774,0.1163949509626432
Jharkhand,2019,Q4 (Oct - Dec),Xiaomi,958796,0.29219372024681145
Jharkhand,2019,Q4 (Oct - Dec),Samsung,618075,0.1883587683318954
Jharkhand,2019,Q4 (Oct - Dec),Vivo,492621,0.15012657818942143
Jharkhand,2019,Q4 (Oct - Dec),Oppo,389871,0.11881344718411908
Jharkhand,2019,Q4 (Oct - Dec),Realme,239962,0.07312857948704977
Jharkhand,2019,Q4 (Oct - Dec),Motorola,71932,0.021921324958378677
Jharkhand,2019,Q4 (Oct - Dec),Lenovo,56013,0.01706999909489052
Jharkhand,2019,Q4 (Oct - Dec),Huawei,48020,0.014634127015811378
Jharkhand,2019,Q4 (Oct - Dec),Apple,40330,0.012290594388747874
Jharkhand,2019,Q4 (Oct - Dec),Gionee,38155,0.011627761688635635
Jharkhand,2019,Q4 (Oct - Dec),Others,327596,0.09983509941423874
Jharkhand,2020,Q4 (Oct - Dec),Xiaomi,1396020,0.2838628709837334
Jharkhand,2020,Q4 (Oct - Dec),Samsung,897105,0.18241486574251242
Jharkhand,2020,Q4 (Oct - Dec),Vivo,825984,0.16795331702026337
Jharkhand,2020,Q4 (Oct - Dec),Oppo,619048,0.12587551937417674
Jharkhand,2020,Q4 (Oct - Dec),Realme,426528,0.08672903155753489
Jharkhand,2020,Q4 (Oct - Dec),Motorola,89524,0.018203564176693564
Jharkhand,2020,Q4 (Oct - Dec),Lenovo,69536,0.014139259177321877
Jharkhand,2020,Q4 (Oct - Dec),Huawei,65253,0.013268365725635419
Jharkhand,2020,Q4 (Oct - Dec),Apple,52483,0.01067174901350932
Jharkhand,2020,Q4 (Oct - Dec),Gionee,44265,0.009000723473943754
Jharkhand,2020,Q4 (Oct - Dec),Others,432192,0.08788073375467523
Jharkhand,2021,Q4 (Oct - Dec),Xiaomi,1792304,0.2717178203922382
Jharkhand,2021,Q4 (Oct - Dec),Vivo,1201048,0.182081915091668
Jharkhand,2021,Q4 (Oct - Dec),Samsung,1090678,0.16534954388862913
Jharkhand,2021,Q4 (Oct - Dec),Oppo,850118,0.1288800393438885
Jharkhand,2021,Q4 (Oct - Dec),Realme,778246,0.11798406232925765
Jharkhand,2021,Q4 (Oct - Dec),Motorola,92683,0.014050977260226956
Jharkhand,2021,Q4 (Oct - Dec),Apple,77092,0.011687342219667215
Jharkhand,2021,Q4 (Oct - Dec),Infinix,74147,0.011240872769699385
Jharkhand,2021,Q4 (Oct - Dec),Tecno,72058,0.010924175085155141
Jharkhand,2021,Q4 (Oct - Dec),OnePlus,69097,0.010475279994712103
Jharkhand,2021,Q4 (Oct - Dec),Others,498725,0.07560797162485772
Karnataka,2018,Q4 (Oct - Dec),Xiaomi,2192270,0.26362700795425387
Karnataka,2018,Q4 (Oct - Dec),Samsung,1679503,0.20196524640678074
Karnataka,2018,Q4 (Oct - Dec),Vivo,1259198,0.15142231621195407
Karnataka,2018,Q4 (Oct - Dec),Oppo,786990,0.0946378954188664
Karnataka,2018,Q4 (Oct - Dec),Apple,409721,0.049270172618347575
Karnataka,2018,Q4 (Oct - Dec),OnePlus,400426,0.04815242113749221
Karnataka,2018,Q4 (Oct - Dec),Motorola,326656,0.03928135855086497
Karnataka,2018,Q4 (Oct - Dec),Realme,271671,0.03266924825771465
Karnataka,2018,Q4 (Oct - Dec),Lenovo,191304,0.023004876739489467
Karnataka,2018,Q4 (Oct - Dec),Huawei,165469,0.01989814091292698
